Competition,Year,Gender,Athlete,Stance,Run,TrickID,Switch,Direction,SpinDegrees,DoubleCork,TripleCork,Rodeo,Grab,Difficulty,JumpScore,JumpID
Chur WC,2024,M,LOTORTO Alex,G,1,b-TC-14-Wed,N,b,1440,N,Y,N,Wed,10,3.5,
Chur WC,2024,M,LOTORTO Alex,G,2,b-TC-16-Wed,N,b,1600,N,Y,N,Wed,10,61.25,
Chur WC,2024,M,ARAGON SALGUERO Jose,G,1,b-14-I,N,b,1440,N,N,N,I,8,60.25,
Chur WC,2024,M,TOBITA Ruki,R,1,b-16-Me,N,b,1600,N,N,N,Me,8,58.5,
Chur WC,2024,M,TOBITA Ruki,R,2,b-16-St,N,b,1600,N,N,N,St,8,59.0,
Chur WC,2024,M,MILENKOVIC Matija,G,1,b-T-14-Me,N,b,1440,N,Y,N,Me,10,17.0,
Chur WC,2024,M,MILENKOVIC Matija,G,2,b-TC-14-Me,N,b,1440,N,Y,N,Me,10,58.25,
Chur WC,2024,M,BULLOCK-WOMBLE Fynn,R,1,b-16-Ng,N,b,1600,N,N,N,Ng,8,42.5,
Chur WC,2024,M,BULLOCK-WOMBLE Fynn,R,2,b-16-Ng,N,b,1600,N,N,N,Ng,8,57.5,
Chur WC,2024,M,KIRKHUS Oyvind,R,1,f-Rd-10-I,N,f,1080,N,N,Y,I,6.5,13.5,
Chur WC,2024,M,KIRKHUS Oyvind,R,2,f-D-Rd-10-I,N,f,1080,Y,N,Y,I,8.0,54.25,
Chur WC,2024,M,JOHNSON Liam,R,1,b-DC-12-Me,N,b,1260,Y,N,N,Me,8.5,7.75,
Chur WC,2024,M,JOHNSON Liam,R,2,b-12-Me,N,b,1260,N,N,N,Me,7,47.5,
Chur WC,2024,M,SCHUETZ Nicolas,G,1,f-14-I,N,f,1440,N,N,N,I,8,6.5,
Chur WC,2024,M,SCHUETZ Nicolas,G,2,f-14-I,N,f,1440,N,N,N,I,8,45.5,
Chur WC,2024,M,LIVIERO Nicola,R,1,b-16-Tg,N,b,1600,N,N,N,Tg,8,19.0,
Chur WC,2024,M,LIVIERO Nicola,R,2,b-16-Tg,N,b,1600,N,N,N,Tg,8,40.75,
Chur WC,2024,M,YANEZ Alvaro,G,1,b-12-Me,N,b,1260,N,N,N,Me,7,39.25,
Chur WC,2024,M,HUBER Nicolas,G,1,b-18-Ng,N,b,1800,N,N,N,Ng,9,8.0,
Chur WC,2024,M,HUBER Nicolas,G,2,b-18-Ng,N,b,1800,N,N,N,Ng,9,38.5,
Chur WC,2024,M,BOLL Moritz,G,1,b-16-Tg,N,b,1600,N,N,N,Tg,8,33.5,
Chur WC,2024,M,KIMATA Ryoma,R,1,b-16-Jp,N,b,1600,N,N,N,Jp,8,16.5,
Chur WC,2024,M,KIMATA Ryoma,R,2,b-16-Jp,N,b,1600,N,N,N,Jp,8,23.25,
Chur WC,2024,M,MARTIN Oliver,R,1,f-T-16,N,f,1600,N,Y,N,,10,5.75,
Chur WC,2024,M,MARTIN Oliver,R,2,f-TC-18-Wed,N,f,1800,N,Y,N,Wed,10,21.25,
Chur WC,2024,M,VELDEN van der Niek,R,1,x-b-T-16-Tg,Y,b,1600,N,Y,N,Tg,10,20.75,
Chur WC,2024,M,VERMAAT Sam,R,1,Cab-T-16-I,Y,Cab,1600,N,Y,N,I,10,17.5,
Chur WC,2024,M,DENDA Jeremy,G,1,Cab-T-16-I,Y,Cab,1600,N,Y,N,I,10,6.0,
Chur WC,2024,M,DENDA Jeremy,G,2,Cab-D-14-I,Y,Cab,1440,Y,N,N,I,10.0,14.5,
Chur WC,2024,M,BOSCH Anthon,R,1,b-14-Me,N,b,1440,N,N,N,Me,8,13.25,
Chur WC,2024,M,CHIARADIO de la IGLESIA Federico,R,1,f-12-I,N,f,1260,N,N,N,I,7,7.5,
Chur WC,2024,M,CHIARADIO de la IGLESIA Federico,R,2,f-14-I,N,f,1440,N,N,N,I,8,11.25,
Klagenfurt WC,2025,M,HASEGAWA Taiga,R,1,Cab-18-Wed,Y,Cab,1800,N,N,N,Wed,9.5,89.75,A
Klagenfurt WC,2025,M,HASEGAWA Taiga,R,2,f-18-I,N,f,1800,N,N,N,I,9,90.0,B
Klagenfurt WC,2025,M,HASEGAWA Taiga,R,3,Cab-5-Me,Y,Cab,500,N,N,N,Me,3.5,42.0,A
Klagenfurt WC,2025,M,MATTEOLI Ian,R,1,f-18-Wed-to-Tg,N,f,1800,N,N,N,Tg,9,87.5,A
Klagenfurt WC,2025,M,MATTEOLI Ian,R,2,Cab-18-I-to-Ng,Y,Cab,1800,N,N,N,Ng,9.5,87.75,B
Klagenfurt WC,2025,M,KIRKHUS Oyvind,R,1,x-b-D-Rd-12-Ng,Y,b,1260,Y,N,Y,Ng,9.5,92.0,A
Klagenfurt WC,2025,M,KIRKHUS Oyvind,R,2,b-T-16-I,N,b,1600,N,Y,N,I,10,44.0,B
Klagenfurt WC,2025,M,KIRKHUS Oyvind,R,3,b-T-16-I,N,b,1600,N,Y,N,I,10,80.0,B
Klagenfurt WC,2025,M,HRONES Jakub,G,1,Cab-18-Ng,Y,Cab,1800,N,N,N,Ng,9.5,90.75,A
Klagenfurt WC,2025,M,HRONES Jakub,G,2,f-12-I,N,f,1260,N,N,N,I,7,16.5,B
Klagenfurt WC,2025,M,HRONES Jakub,G,3,f-14-I,N,f,1440,N,N,N,I,8,78.5,B
Klagenfurt WC,2025,M,MILLAUER Clemens,R,1,x-b-16-Ng,Y,b,1600,N,N,N,Ng,8.5,79.0,A
Klagenfurt WC,2025,M,MILLAUER Clemens,R,2,b-D-16-Ng,N,b,1600,Y,N,N,Ng,9.5,36.75,B
Klagenfurt WC,2025,M,MILLAUER Clemens,R,3,b-D-16-Ng,N,b,1600,Y,N,N,Ng,9.5,81.75,B
Klagenfurt WC,2025,M,KIMATA Ryoma,R,1,x-b-16-Me,Y,b,1600,N,N,N,Me,8.5,77.25,A
Klagenfurt WC,2025,M,KIMATA Ryoma,R,2,b-16-Me,N,b,1600,N,N,N,Me,8,79.75,B
Klagenfurt WC,2025,M,VOCKENSPERGER Leon,R,1,x-b-16-Wed,Y,b,1600,N,N,N,Wed,8.5,19.75,A
Klagenfurt WC,2025,M,VOCKENSPERGER Leon,R,2,x-b-D-16-Wed,Y,b,1600,Y,N,N,Wed,10.0,75.5,A
Klagenfurt WC,2025,M,VOCKENSPERGER Leon,R,3,b-T-14-Me,N,b,1440,N,Y,N,Me,10,76.5,B
Klagenfurt WC,2025,M,FARRELL Lyon,R,1,b-18-Ro,N,b,1800,N,N,N,Ro,9,30.25,A
Klagenfurt WC,2025,M,FARRELL Lyon,R,2,f-D-14-Wed-to-Tg,N,f,1440,Y,N,N,Tg,9.5,77.75,B
Klagenfurt WC,2025,M,FARRELL Lyon,R,3,b-18-Ro,N,b,1800,N,N,N,Ro,9,46.75,A
Klagenfurt WC,2025,M,MAZET BROWN Txema,G,1,b-16-Ng,N,b,1600,N,N,N,Ng,8,39.25,A
Klagenfurt WC,2025,M,MAZET BROWN Txema,G,2,b-16-Ng,N,b,1600,N,N,N,Ng,8,45.75,A
Klagenfurt WC,2025,M,MAZET BROWN Txema,G,3,f-D-14-Wed,N,f,1440,Y,N,N,Wed,9.5,77.0,B
Klagenfurt WC,2025,M,YANG Wenlong,G,1,f-D-18-Tg,N,f,1800,Y,N,N,Tg,10,18.5,A
Klagenfurt WC,2025,M,YANG Wenlong,G,2,f-D-18-Tg,N,f,1800,Y,N,N,Tg,10,89.5,A
Klagenfurt WC,2025,M,YANG Wenlong,G,3,b-D-14-J,N,b,1440,Y,N,N,J,9.5,70.0,B
Klagenfurt WC,2025,M,JAROS Samuel,G,1,Cab-14-Me,Y,Cab,1440,N,N,N,Me,8.5,76.75,A
Klagenfurt WC,2025,M,JAROS Samuel,G,2,f-14-Ste,N,f,1440,N,N,N,Ste,8,79.25,B
Klagenfurt WC,2025,M,SU Yiming,G,1,x-b-T-14-Wed,Y,b,1440,N,Y,N,Wed,10,79.5,A
Klagenfurt WC,2025,M,SU Yiming,G,2,b-14-Wed,N,b,1440,N,N,N,Wed,8,75.5,B
Klagenfurt WC,2025,M,FRAMARIN Loris,R,1,b-14-I-to-Ng,N,b,1440,N,N,N,Ng,8,73.0,A
Klagenfurt WC,2025,M,FRAMARIN Loris,R,2,f-D-Td-10-I,N,f,1080,Y,N,N,I,7.5,77.5,B
Klagenfurt WC,2025,M,MENZIES Dane,G,1,b-14-Me,N,b,1440,N,N,N,Me,8,75.75,A
Klagenfurt WC,2025,M,MENZIES Dane,G,2,f-14-Tg,N,f,1440,N,N,N,Tg,8,72.0,B
Klagenfurt WC,2025,M,GE Chunyu,G,1,b-T-14-Ddr,N,b,1440,N,Y,N,Ddr,10,72.25,A
Klagenfurt WC,2025,M,GE Chunyu,G,2,f-14-Wed-to-Tg,N,f,1440,N,N,N,Tg,8,66.25,B
Klagenfurt WC,2025,M,FRAMARIN Leo,R,1,f-14-I,N,f,1440,N,N,N,I,8,63.5,A
Klagenfurt WC,2025,M,FRAMARIN Leo,R,2,Cab-T-14-Wed,Y,Cab,1440,N,Y,N,Wed,10,71.5,B
Klagenfurt WC,2025,M,HENRICKSEN Dusty,G,1,b-14-J,N,b,1440,N,N,N,J,8,19.5,A
Klagenfurt WC,2025,M,HENRICKSEN Dusty,G,2,b-D-14-J,N,b,1440,Y,N,N,J,9.5,77.75,A
Klagenfurt WC,2025,M,HENRICKSEN Dusty,G,3,oT-f-10-Tg,N,f,1080,N,Y,N,Tg,8,57.25,B
Klagenfurt WC,2025,M,ARAGON SALGUERO Jose,G,1,b-T-14-I,N,b,1440,N,Y,N,I,10,15.25,A
Klagenfurt WC,2025,M,ARAGON SALGUERO Jose,G,2,b-T-14-I,N,b,1440,N,Y,N,I,10,74.75,A
Klagenfurt WC,2025,M,ARAGON SALGUERO Jose,G,3,x-b-D-10-Hb-9,Y,b,1080,Y,N,N,Hb,8.0,57.75,B
Klagenfurt WC,2025,M,DENDA Jeremy,G,1,f-D-12-Tg,N,f,1260,Y,N,N,Tg,8.5,65.25,A
Klagenfurt WC,2025,M,DENDA Jeremy,G,2,b-D-12-Me,N,b,1260,Y,N,N,Me,8.5,14.25,B
Klagenfurt WC,2025,M,DENDA Jeremy,G,3,b-D-12-Me,N,b,1260,Y,N,N,Me,8.5,65.0,B
Klagenfurt WC,2025,M,CORNING Chris,G,1,b-T-18-Me,N,b,1800,N,Y,N,Me,10,26.25,A
Klagenfurt WC,2025,M,CORNING Chris,G,2,b-T-18-Me,N,b,1800,N,Y,N,Me,10,88.0,A
Klagenfurt WC,2025,M,CORNING Chris,G,3,f-14-Me,N,f,1440,N,N,N,Me,8,39.75,B
Klagenfurt WC,2025,M,DOVJAK Eric,R,1,b-10-Me,N,b,1080,N,N,N,Me,6,52.0,A
Klagenfurt WC,2025,M,DOVJAK Eric,R,2,f-14-Wed,N,f,1440,N,N,N,Wed,8,75.0,B
Klagenfurt WC,2025,M,VICKTOR Noah,G,1,f-14-I,N,f,1440,N,N,N,I,8,49.0,A
Klagenfurt WC,2025,M,VICKTOR Noah,G,2,b-T-14-Me,N,b,1440,N,Y,N,Me,10,75.0,B
Klagenfurt WC,2025,M,FRIJNS Joewen,R,1,b-T-14-Wed,N,b,1440,N,Y,N,Wed,10,69.0,A
Klagenfurt WC,2025,M,FRIJNS Joewen,R,2,f-10-Wed,N,f,1080,N,N,N,Wed,6,43.25,B
Klagenfurt WC,2025,M,VALAX Enzo,R,1,x-b-T-16-Wed,Y,b,1600,N,Y,N,Wed,10,13.0,A
Klagenfurt WC,2025,M,VALAX Enzo,R,2,x-b-T-16-Wed,Y,b,1600,N,Y,N,Wed,10,25.5,A
Klagenfurt WC,2025,M,VALAX Enzo,R,3,b-D-16-Tg,N,b,1600,Y,N,N,Tg,9.5,83.75,B
Klagenfurt WC,2025,M,JOBIN Francis,R,1,x-b-D-Rd-12-Tg,Y,b,1260,Y,N,Y,Tg,9.5,24.5,A
Klagenfurt WC,2025,M,JOBIN Francis,R,2,x-b-D-Rd-12-Tg,Y,b,1260,Y,N,Y,Tg,9.5,44.5,A
Klagenfurt WC,2025,M,JOBIN Francis,R,3,b-10-Ste,N,b,1080,N,N,N,Ste,6,61.25,B
Klagenfurt WC,2025,M,LIVIERO Nicola,R,1,b-14-Tg,N,b,1440,N,N,N,Tg,8,16.0,A
Klagenfurt WC,2025,M,LIVIERO Nicola,R,2,b-14-Tg,N,b,1440,N,N,N,Tg,8,20.0,A
Klagenfurt WC,2025,M,LIVIERO Nicola,R,3,x-b-16-Me-to-Tg,Y,b,1600,N,N,N,Tg,8.5,85.0,B
Klagenfurt WC,2025,M,LAUZI Emiliano,G,1,b-16-Me,N,b,1600,N,N,N,Me,8,18.0,A
Klagenfurt WC,2025,M,LAUZI Emiliano,G,2,b-16-Me,N,b,1600,N,N,N,Me,8,43.0,A
Klagenfurt WC,2025,M,LAUZI Emiliano,G,3,x-b-12-Me,Y,b,1260,N,N,N,Me,7.5,60.75,B
Klagenfurt WC,2025,M,JARVILEHTO Kalle,R,1,b-D-16-Tg,N,b,1600,Y,N,N,Tg,9.5,83.75,A
Klagenfurt WC,2025,M,JARVILEHTO Kalle,R,2,x-b-D-12-Me,Y,b,1260,Y,N,N,Me,9.0,13.0,B
Klagenfurt WC,2025,M,DEPRIEST Brooklyn,R,1,b-14-Me,N,b,1440,N,N,N,Me,8,15.5,A
Klagenfurt WC,2025,M,DEPRIEST Brooklyn,R,2,b-14-Me,N,b,1440,N,N,N,Me,8,74.25,A
Klagenfurt WC,2025,M,DEPRIEST Brooklyn,R,3,x-b-T-14-Wed,Y,b,1440,N,Y,N,Wed,10,21.0,B
Klagenfurt WC,2025,M,PARKINSON Jesse,R,1,b-14-Wed,N,b,1440,N,N,N,Wed,8,74.25,A
Klagenfurt WC,2025,M,PARKINSON Jesse,R,2,f-D-14-Tdr,N,f,1440,N,N,N,Tdr,8,20.75,B
Klagenfurt WC,2025,M,HUBER Nicolas,G,1,f-D-14-Tg,N,f,1440,Y,N,N,Tg,9.5,14.75,A
Klagenfurt WC,2025,M,HUBER Nicolas,G,2,f-D-14-Tg,N,f,1440,Y,N,N,Tg,9.5,15.75,A
Klagenfurt WC,2025,M,HUBER Nicolas,G,3,b-14-Ro,N,b,1440,N,N,N,Ro,8,77.0,B
Klagenfurt WC,2025,M,SALAC Kristian,R,1,b-T-14-Wed,N,b,1440,N,Y,N,Wed,10,70.5,A
Klagenfurt WC,2025,M,SALAC Kristian,R,2,f-D-14-Tg,N,f,1440,Y,N,N,Tg,9.5,18.75,B
Klagenfurt WC,2025,M,KIMURA Kira,R,1,x-b-T-16-Tdr,Y,b,1600,N,Y,N,Tdr,10,22.0,A
Klagenfurt WC,2025,M,KIMURA Kira,R,2,x-b-D-12-Wed,Y,b,1260,Y,N,N,Wed,9.0,62.75,A
Klagenfurt WC,2025,M,KIMURA Kira,R,3,b-18-Me,N,b,1800,N,N,N,Me,9,25.75,B
Klagenfurt WC,2025,M,BULLOCK-WOMBLE Fynn,R,1,b-16-Ro,N,b,1600,N,N,N,Ro,8,38.0,A
Klagenfurt WC,2025,M,BULLOCK-WOMBLE Fynn,R,2,b-14-Ng,N,b,1440,N,N,N,Ng,8,72.25,A
Klagenfurt WC,2025,M,BULLOCK-WOMBLE Fynn,R,3,f-14-Tg,N,f,1440,N,N,N,Tg,8,15.5,B
Klagenfurt WC,2025,M,LOVELOCK Zephyr,R,1,b-16-Tg,N,b,1600,N,N,N,Tg,8,68.75,A
Klagenfurt WC,2025,M,LOVELOCK Zephyr,R,2,f-14-Me,N,f,1440,N,N,N,Me,8,16.75,B
Klagenfurt WC,2025,M,MEKINC Naj,G,1,b-T-14-St,N,b,1440,N,Y,N,St,10,73.75,A
Klagenfurt WC,2025,M,MEKINC Naj,G,2,f-D-12-Wed,N,f,1260,Y,N,N,Wed,8.5,9.5,B
Klagenfurt WC,2025,M,MATHISEN William,G,1,b-D-10-Me,N,b,1080,Y,N,N,Me,7.5,52.25,A
Klagenfurt WC,2025,M,MATHISEN William,G,2,f-3,N,f,300,N,N,N,,2,25.0,B
Klagenfurt WC,2025,M,MATHISEN William,G,3,b-D-12-Wed,N,b,1260,Y,N,N,Wed,8.5,59.25,A
Klagenfurt WC,2025,M,JAMIESON Rocco,R,1,x-b-16-J,Y,b,1600,N,N,N,J,8.5,68.0,A
Klagenfurt WC,2025,M,JAMIESON Rocco,R,2,b-14-Tg,N,b,1440,N,N,N,Tg,8,10.5,B
Klagenfurt WC,2025,M,BOUCHARD Eli,G,1,Cab-T-16-I,Y,Cab,1600,N,Y,N,I,10,21.0,A
